jobId,title,post,tag,company,place,job/internship
27,Engineer,System Engineer,System,FLY,Ahmadabad,Banagalore
28,Administration,System Administrator,System,Ali Baba,Vadodara,Hyderabad
29,Administration,Data Base Administrator,Data,Amazon,Chandigarh,internship
30,Architecture,Data Architect,Data,Google,Delhi,job
31,Architecture,Data Modeler,Data,Hooli,Mumbai,job
32,Analysis,Data Analyst,Data,Pied Piper,Kolkata,job
34,VP of Scientist,Data Scientist,Data,FLY,Banagalore,internship
35,Engineer,Data Engineer,Data,Ali Baba,Hyderabad,job
36,Architecture,Cloud Architect,Data,Amazon,Ahmadabad,job
37,tech lead,Technical Lead,Management,Google,Pune,job
38,Manager,Develops Manager,Management,Hooli,Surat,job
39,Manager,Project Manager,Management,Pied Piper,Jaipur,internship
40,Manager,Agile Project Manager,Management,FLY,Indore,job
41,Manager,Product Manager,Management,Ali Baba,Agra,job
42,Account manager,Technical Account Manager,Management,Amazon,Meerut,job
43,Speciality,Security Specialist,Specialist,Google,Rajkot,internship
44,Speciality,QA(QualityAssurance)Specialist,Specialist,Hooli,Bhopal,job
45,Development,Game Developer,Specialist,Pied Piper,Mumbai,job
46,Animator,Computer Graphic Animator,Specialist,FLY,Ghaziabad,job
47,Development,Mobile App Developer,Specialist,Ali Baba,Noida,internship
48,Engineer,Machine Learning Engineer,Specialist,Amazon,Chandigarh,job
49,Engineer,Big Data Engineer,Specialist,Google,Kanpur,internship
50,Manager,Event/Meeting Planner,Management,Hooli,Lucknow,job
52,Manager,Purchasing Manager,Management,Microsoft,Faisalabad,job
53,Accounts,Receptionist,Management,Infosys,Gwalior,job
54,Manager,Secretary,Management,Ali Baba,Nagpur,internship
55,Analysis,Market Research Analyst,Marketing,Amazon,Raipur,internship
57,Advertisement,Advertising Sales Agent,Marketing,Flipkart,Bangalore,job
58,Editorial,Editor,Advertising,Hooli,Chennai,job
59,Designing,Graphic Designer,UserExpierence,Microsoft,Ahmadabad,internship
60,Interpretation,Interpreter and Translator,UserExpierence,Microsoft,Vadodara,job
61,Speciality,Public Relations Specialist,Specialist,Ali Baba,Nagpur,job
62,Manager,Social Media Manager,Social Media|Marketing,Infosys,Raipur,job
63,Editorial,Writer and Editor,Content,Google,Bangalore,job
64,Designing,Fashion Designer,Designing,FLY,Chennai,job
65,Designing,Interior Designer,Designing,FLY,Ahmadabad,internship
66,Photography,Photographer,Marketing,Amazon,Vadodara,job
68,Medical,Chemist,Medication,Google,Chandigarh,job
69,Manager,Curator,Management,Dalit,Delhi,internship
70,Counselor,Guidance Counselor,Specialist,Pied Piper,Mumbai,job
71,Speciality,Hydrologist,Specialist,FLY,Kolkata,internship
72,Assistant librarian,Librarian,Management,Ali Baba,Banagalore,internship
73,Education,Special Education Teacher,UserExpierence,Amazon,Hyderabad,internship
74,Managing,School Principal,UserExpierence,Google,Ahmadabad,job
76,Education,Teacher,UserExpierence,DPS,Pune,internship
77,Assistance,Teacher Assistant,Data,Pied Piper,Surat,job
78,Accounts,Accountant,Data,Hooli,Jaipur,job
79,Accounts,Actuary,Data,Pied Piper,Indore,job
80,Banking,Bank Teller,Data,Microsoft,Agra,internship
81,Managing,Bookkeeping,Data,Ali Baba,Meerut,job
82,Analysis,Budget Analyst,Data,Amazon,Rajkot,internship
83,Information technology,Claims Adjuster,Data,Google,Raipur,job
84,Advisory,Financial Advisor,Marketing,sib,Bangalore,job
85,Editorial,Insurance Underwriter,Sales,Pied Piper,Chennai,job
86,Officer,Loan Officer,Sales,FLY,Ahmadabad,internship
87,Bart ending,Bartender,UserExpierence,Ali Baba,Vadodara,job
88,cooking,Chef,Specialist,Dalit,Nagpur,job
89,Serving,Waiter/Waitress,UserExpierence,Google,Raipur,job
92,Engineer,Biomedical Engineer,Specialist,HCL,Bangalore,job
93,Speciality,Cardiovascular Technologist,Specialist,Pied Piper,Chennai,internship
94,Speciality,Dental Hygienist,Specialist,FLY,Ahmadabad,job
95,Speciality,Dentist,Specialist,CT hospital,Vadodara,internship
96,Speciality,Diagnostic Medical Sonographer,Specialist,CT hospital,Chandigarh,job
97,Speciality,Dietitian/Nutritionist,Specialist,CT hospital,Delhi,job
98,Speciality,Doctor,Specialist,CT hospital,Mumbai,job
99,Speciality,EMTs and Paramedics,Specialist,Pied Piper,Kolkata,job
100,cash,Cashier,UserExpierence,sbi,Banagalore,internship
101,Customer care,Customer Service Representative,UserExpierence,Ali Baba,Hyderabad,internship
102,Retailing,Retail Salesperson,Sales,Amazon,Ahmadabad,job
103,Supervisor,Retail Supervisor,Sales,Google,Delhi,internship
104,Animal care,Animal Groomer,UserExpierence,Hooli,Mumbai,job
105,Mechanic,Auto Mechanic,Specialist,Pied Piper,Kolkata,job
107,Speciality,Cosmetologist,Specialist,FLY,Banagalore,job
108,Trainer,Fitness Trainer,Specialist,FLY,Hyderabad,job
110,Direction,Funeral Director,Specialist,Amazon,Ahmadabad,internship
111,Specialist,Hairdressers,Specialist,UNI salon,Pune,job
112,Therapist,Marriage and Family Therapist,Specialist,Hooli,Surat,internship
113,Manager,Agents and Business Managers of Artists,UserExpierence,Pied Piper,Jaipur,internship
114,Agriculture,Agricultural Engineers,Argo,AP agro,Indore,job
116,Agriculture,Agricultural Inspectors,Agro,AP agro,Agra,job
117,Manager,Agricultural Managers,Agro|Management,AP agro,Meerut,job
118,Scientists,Agricultural Scientists,Science,AP agro,Rajkot,job
119,technicians,Agricultural Technicians,Agro,AP agro,Bhopal,job
121,workers,Agricultural Workers,Agro,AP agro,Mumbai,internship
122,Speciality,Air Conditioning  Mechanics,Specialist,FLY,Ghaziabad,job
123,Specialist,Air Traffic Controllers,Specialist,Ali Baba,Noida,job
124,Specialist,Aircraft Cargo Supervisors,Specialist,Amazon,Chandigarh,job
125,Designing,Commercial Designers,UserExpierence,Google,Kanpur,job
126,Book Keeper,Bookkeeping,Data,Hooli,Lucknow,internship
129,Clerks,Counter and Rental Clerks,Audit,Pied Piper,Faisalabad,job
130,Clerks,Financial Clerks,Audit,FLY,Gwalior,internship
131,Clerks,General Office Clerks,Audit,Ali Baba,Nagpur,job
132,IT  clerks,Information Clerks,Audit,Amazon,Raipur,internship
135,Clerks,Mail Clerks,Marketing,Google,Bangalore,internship
137,Clerks,Material Recording Clerks,Sales,Hooli,Chennai,internship
140,Technicians,Conservation Technicians,Specialist,Flipkart,Ahmadabad,job
141,Workers,Construction and Related Workers,UserExpierence,JCB,Vadodara,internship
144,Operators,Construction Equipment Operators,UserExpierence,JCB,Chandigarh,job
145,Inspector,Construction Inspectors,UserExpierence,JCB,Delhi,internship
146,Laborers,Construction Laborers,UserExpierence,JCB,Delhi,internship
147,Manager,Construction Managers,Management,JCB,Mumbai,internship
148,Scientists,Conservation Scientists,Specialist,JCB,Kolkata,job
149,Librarian,Academic librarian,Management,FLY,Banagalore,internship
150,Accounts,Accountant,Sales,Ali Baba,Hyderabad,job
151,Technicians,Accounting technician,Sales,Amazon,Ahmadabad,internship
152,Tech lead,Actuary,Sales,Google,Pune,internship
153,Head nurse,Adult nurse,Nursing,HCL,Surat,job
154,Manager,Construction Managers,Management,Pied Piper,Jaipur,internship
155,Meyers,Data Entry Keyers,Data,FLY,Indore,job
156,Administration,Database Administrators,Data,Ali Baba,Agra,job
157,Driving,Delivery Truck Drivers,Sales,Amazon,Meerut,job
158,Demonstration,Demonstrators,Management,Google,Rajkot,internship
159,Analysis,Financial Analysts,Finance,sbi,Bhopal,job
160,Clerks,Financial Clerks,Finance,sbi,Mumbai,job
161,Clerks,Financial Clerks,Finance,sbi,Ghaziabad,job
162,Examiners,Financial Examiners,Finance,sbi,Noida,job
163,Manager,Financial Managers,Finance,sbi,Chandigarh,job
164,Service,Financial Services,Finance,sbi,Kanpur,internship
165,Specialist,Financial Specialists,Finance,Hooli,Lucknow,job
166,Workers,Food and Beverage Serving  Workers,UserExpierence,Lalit,Faisalabad,job
167,Workers,Food Preparation Workers,UserExpierence,Lalit,Gwalior,job
168,Workers,Food Processing Workers,UserExpierence,Lalit,Nagpur,internship
169,Account manager,Accounting,Data,Google,Raipur,job
170,Clerks,Auditing Clerks,Data,FLY,Bangalore,job
171,Driving,Driver,Skill Set,maruti,Chennai,internship
172,Administration,Administrative Assistant,USerExpierence,oracal,Ahmadabad,job
173,Accounts,Appraiser,UserExpierence,Google,Vadodara,job
174,Audit,Examiner,UserExpierence,Hooli,Chandigarh,job
175,Audit,Investigator,Investigation,Ali Baba,Delhi,internship
176,Workers,Sales Workers,Sales,Amazon,Gwalior,internship
177,IT  clerks,IT consultancy,Expertise,Google,Nagpur,job
178,Security,cyber cell security,Security,Hooli,Raipur,job
179,Managing director,Information systems manager,Management,Pied Piper,Bangalore,internship
180,Analysis,Managing Analyst,Management,FLY,Chennai,job
181,Analysis,Systems analyst.,System,Ali Baba,Ahmadabad,job
183,Development,Games developer.,Gamer,Amazon,Vadodara,job
184,Editorial,Technical writer.,Writing,Google,Chandigarh,job
185,Agents,Sales Agents,Product,Amazon,Delhi,job
186,Promos,Product Promoters,Product,Pied Piper,Delhi,internship
187,Athletics,Athletes,Sports,Cipro,Mumbai,job
188,Engineer,Civil Engineering Technicians,Tech,Infosys,Kolkata,job
189,Engineer,Civil Engineers,Civil,Microsoft,Banagalore,internship
190,Inspector,Police Inspectors,Inspectors,Police Station,Hyderabad,job
191,Workers,Carpet Installers,UserExpierence,Sheetal,Ahmadabad,internship
193,Workers,Dredge Operators,UserExpierence,Ali baba,Pune,internship
194,Workers,Drywall Installers,UserExpierence,Hooli,Surat,internship
195,Workers,Tile Installers,UserExpierence,Go ibio,Jaipur,job
196,Mechanics,fence Erectors,UserExpierence,Capegemini,Indore,internship
198,Supervisors,First Line Supervisors,UserExpierence,Khaitan,Agra,job
199,Techicians,Geothermal Technicians,UserExpierence,Ambuja,Meerut,job
200,House cleaners,Floor sanders,UserExpierence,Sujata,Chennai,job
201,Workers,Hignway Maintenance Workers,UserExpierence,Filpkaart,Ahmedabad,internship
202,Operators,Hoist and winch Operators,UserExpierence,Hooli,Vadodara,job
203,Repairers,Home appliance Repairers,UserExpierence,HCL,Chandigarh,internship
204,Workers,Insulation workers,UserExpierence,Pied Piper,Delhi,job
205,Architecture,Landscape Architects,Architecture,Wipro,Gwalior,job
206,Workers,Landscaping Workers,UserExpierence,Infosys,Nagpur,job
207,Repairers,Mechanical Door Repairers,Repairment,Microsoft,Raipur,internship
208,Drafting,Mechanical Drafters,Repairment,Police Station,Bangalore,job
209,Plumbing,Plumbers,Repairment,Sheetal,Chennai,job
211,Plumbing,Pipe fitters,Repairment,Ali baba,Ahmedabad,job
213,Cleaners,Septic Tank Services,Repairment,Hooli,Vadodara,job
214,Workers,Sheet metal Workers,Repairment,Go ibio,Chandigarh,internship
215,Engineers,Stationary Engineers,Skill Set,Capegemini,Delhi,job
216,Workers,Fabricators,Skill Set,Khaitan,Delhi,internship
217,Advertisers,Advertising managers,Social Media|Marketing,Ambuja,Mumbai,job
218,Managing,Promotions Managers,Social Media|Marketing,Sujata,Kolkata,job
219,Audit,Auditors,Data,Filpkaart,Banagalore,job
220,Direction,Art Directors,Art,Hooli,Hyderabad,job
222,Account manager,Biofuels Production Managers,Management,HCL,Ahmedabad,internship
223,Vice President,Chief Executives,Development,Hooli,Chennai,internship
224,Officers,Chief Sustainability Officers,Skill Set,Pied Piper,Ahmedabad,job
225,Managers,Compliance Managers,Management,FLY,Vadodara,internship
227,Clerks,Correspondence Clerks,Accountancy,Ali Baba,Nagpur,job
228,Delivery boy,Couriers,Deliver,Amazon,Raipur,job
229,Delivery boy,Messengers,Deliver,Google,Bangalore,job
230,Audit,Energy Auditors,Audit,Hooli,Chennai,internship
231,Executions,Executives,Chief,Pied Piper,Ahmedabad,job
232,Clerks,File Clerks,File handling,FLY,Vadodara,internship
233,Managing,Geothermal managers,Management,Ali Baba,Chandigarh,job
234,Medicine,Medical Secretaries,Medication,Amazon,Delhi,internship
235,Operators,System Operators,System,Google,Mumbai,internship
236,Clerks,Accounts clerk,Accountancy,Hooli,Kolkata,internship
237,Analysis,Operations Research Analysts,Research,Pied Piper,Banagalore,job
238,Clerks,Timekeeping Clerks,Service,FLY,Hyderabad,internship
239,Specialist,Public Relations Specialists,Product,Ali Baba,Ahmedabad,job
240,Managing,Fund raising Managers,Management,Amazon,Pune,internship
241,Clerks,Information Clerks,Service,Google,Surat,internship
242,Managers,Spa Managers,Management,Hooli,Jaipur,internship
243,Operators,Telephone Operators,Signal,Pied Piper,Indore,job
244,Technicians,Video Equipment Technicians,Tech,FLY,Agra,internship
245,Technicians,Audio Equipment Technicians,Tech,Ali Baba,Meerut,job
246,news,Broadcast News Analysts,Media,Amazon,Rajkot,internship
247,Technicians,Broadcast Technicians,Media|Television,Google,Raipur,internship
248,Repairers,Photographic Equipment Repairers,Photography,Hooli,Bangalore,job
249,Editorial,Copy Writers,Writing,Pied Piper,Chennai,internship
250,Artist,Craft Artists,Art,FLY,Ahmedabad,job
251,Publishers,Desktop Publishers,Media,Ali Baba,Vadodara,job
252,Editors,Video Editors,videography,Amazon,Nagpur,job
253,Artist,Fine artists,Art,Google,Raipur,internship
254,Artist,Multimedia Artists,Art,Hooli,Bangalore,job
255,Composers,Music Composers and Arrangers,Music,Pied Piper,Chennai,job
256,Editorial,"Poets, Lyricists",Poetry,FLY,Ahmedabad,job
257,Direction,Program Directors,Event,Ali Baba,Vadodara,job
258,Reporting,Reporters and Correspondents,Media|Television,Amazon,Chandigarh,job
259,Direction,Talent Directors,Cinema,Google,Delhi,internship
260,Telecom,Telecommunications,Telecom,Hooli,Mumbai,job
261,Research,Anthropology,Study,Pied Piper,Kolkata,internship
262,Archive,Archivists,Records,FLY,Banagalore,job
263,Speciality,Multimedia Specialists,Specialist,AliBaba,Hyderabad,job
264,Education,Business Teachers,Expertise,Amazon,Mumbai,job
265,Education,Technical Education Teachers,Expertise,Google,Kolkata,internship
266,Sports,Coaches and Scouts,Coaching,Hooli,Banagalore,job
267,Education,Communications Teacher,Conversation,Pied Piper,Hyderabad,job
268,Coordination,Distance Learning Coordinators,DL programs,FLY,Ahmedabad,job
269,Education,Computer Science Teachers,Expertise,AliBaba,Chennai,job
270,Counselor,Vocational Counselors,Counseling,Amazon,Ahmedabad,internship
271,Education,Engineering Teachers,Expertise,Google,Vadodara,job
272,Coordination,Wellness Coordinators,Health,Hooli,Nagpur,internship
273,Education,Geography Teachers,Expertise,Microsoft,Raipur,job
274,Assistance,Graduate Teaching Assistants,Expertise,Infosys,Bangalore,job
275,Coordination,Instructional Coordinators,Expertise,AliBaba,Chennai,job
276,Education,Kindergarten Teachers,Expertise,Amazon,Ahmedabad,job
277,Education,Mathematical Science Teacher,Expertise,Flipkart,Vadodara,internship
278,Education,Middle School Teachers,Expertise,Hooli,Chandigarh,internship
279,Animator,Animators,Anime,Microsoft,Delhi,job
280,Writers,Creative Writers,Writing,Microsoft,Mumbai,internship
281,Workers,Line Installers,UserExpierence,AliBaba,Kolkata,job
282,Repairers,Repairers,UserExpierence,Infosys,Banagalore,job
283,Education,Archeology Teachers,Expertise,Google,Hyderabad,job
285,Officer,PHONE BANKING OFFICER,Banking,FLY,Ahmedabad,internship
287,Education,Vacancy for PRT,Expertise,FLY,Pune,job
288,Education,Vacancy for TGT,Expertise,Amazon,Surat,internship
289,Education,Vacancy for PGT,Expertise,Google,Jaipur,job
290,Insurance,PNB MET LIFE INSURANCE,Expertise,Lalit,Indore,internship
291,Development,JS Developer,BackendDevelpment,Pied Piper,Vadodara,job
292,Workers,Dispatchers,UserExpierence,FLY,Chandigarh,job
293,Engineer,Health and Safety Engineers,Health,AliBaba,Delhi,internship
294,Engineer,Industrial Engineers,Skill Set,Amazon,Mumbai,job
295,Engineer,Manufacturing Engineers,Skill Set,Google,Kolkata,job
296,Engineer,Marine Engineers,Marine,DPS,Banagalore,internship
299,Engineer,Materials Engineers,Skill Set,Pied Piper,Hyderabad,job
300,Engineer,Mechanical Engineers,Skill Set,Hooli,Ahmedabad,internship
301,Engineer,Mining Engineers,Mines,Pied Piper,Pune,job
302,Engineer,Mining Safety Engineers,Mines,Microsoft,Surat,internship
303,Engineer,Nuclear Engineers,Skill Set,AliBaba,Jaipur,job
304,Engineers,Petroleum Engineers,Skill Set,Amazon,Indore,internship
305,Engineers,Sales Engineers,Skill Set,Google,Agra,job
306,Engineer,Stationary Engineers,Skill Set,Hooli,Meerut,job
307,Attendants,Funeral Attendants,Funeral,Pied Piper,Rajkot,job
308,Workers,Funeral Service Worker,Service,FLY,Raipur,internship
309,Education,G.E.D. Teachers,Expertise,AliBaba,Bangalore,job
312,Gamers,Gaming Change Persons,Gamer,Lalit,Chennai,internship
313,Gamer,Gaming Services Workers,Gamer,Google,Ahmedabad,job
314,Gamers,Gaming Surveillance Officers,Gamer,HCL,Vadodara,job
315,Workers,Gas Compressor,Compress,Pied Piper,Nagpur,job
316,Cashier,Booth Cashiers,Booth,FLY,Raipur,job
317,Education,Graduate Teaching Assistants,Expertise,HCL,Bangalore,job
318,Designing,Graphic Designers,Designing,FLY,Chennai,internship
319,workers,Grinding and Polishing Workers,UserExpierence,Flipkart,Ahmedabad,job
320,workers,Grounds Maintenance Workers,UserExpierence,Amazon,Vadodara,job
321,Designing,Industrial Designers,Designing,Pied Piper,Chandigarh,internship
322,Techicians,Industrial Engineering Technicians,Industry,Amazon,Delhi,job
324,Engineers,Industrial Engineers,Industry,AliBaba,Mumbai,internship
325,Workers,Maintenance Workers,Management,Amazon,Kolkata,internship
326,Manager,Industrial Production Managers,Management,Google,Banagalore,internship
327,Education,Historians,Historic,Hooli,Hyderabad,job
328,Repairers,Home Appliance Repairers,Appliance,Pied Piper,Mumbai,internship
329,Health care,Home Health Aides,Health Centers,FLY,Kolkata,job
330,Management,Hotel Managers,Management,FLY,Banagalore,job
331,Cleaners,Housekeeping Cleaners,UserExpierence,Amazon,Hyderabad,job
332,Managers,Human Resources Managers,Management,Google,Ahmedabad,internship
333,Specialist,Human Resources Specialists,Specialist,Hooli,Chennai,job
334,Assistance,Human Service Assistants,Service,Pied Piper,Rajkot,internship
335,Workers,Hunting Workers,UserExpierence,AP agro,Bhopal,internship
336,Specialist,Hydrologists,Specialist,AP agro,Mumbai,job
337,Coordination,Instructional Coordinators,Coordination,AP agro,Ghaziabad,internship
338,Workers,Insulation Workers,UserExpierence,AP agro,Noida,job
339,Agents,Insurance Sales Agents,Sales,AP agro,Chandigarh,internship
340,Agents,Insurance Underwriters,Insurance,AP agro,Kanpur,job
341,Designing,Interior Designers,Designing,FLY,Lucknow,job
342,Specialist,Interpreters,Interpretation,AliBaba,Faisalabad,job
343,Workers,Iron Workers,UserExpierence,Amazon,Gwalior,internship
344,Jewelers,Jewelers,Jeweler,Google,Nagpur,job
345,Analysis,Job Analysis Specialists,Specialist,Hooli,Raipur,internship
346,Editorial,Journalists,Journal,Pied Piper,Bangalore,job
347,Law,Judges,Legislature,FLY,Chennai,job
348,Specialist,Labor Relations Specialists,Specialist,AliBaba,Ahmedabad,job
349,Husbandry,Laboratory Animal Caretakers,Caretaker,Amazon,Vadodara,job
350,Architecture,Landscape Architects,Expertise,Google,Chandigarh,job
351,Repairers,Locksmiths and Safe Repairers,UserExpierence,Hooli,Delhi,internship
352,Managers,Lodging Managers,Management,Flipkart,Mumbai,job
353,Workers,Logging Workers,UserExpierence,JCB,Kolkata,job
354,Logistics,Logicians,UserExpierence,JCB,Banagalore,internship
355,Workers,Layout Workers,UserExpierence,JCB,Hyderabad,job
356,Assistance,Legal Assistants,Legal,JCB,Ahmedabad,job
357,workers,Legal Support Workers,UserExpierence,JCB,Pune,job
358,Legislation,Legislators,Legislature,JCB,Surat,job
360,Representatives,Manufacturing Sales Representatives,Manufacture,FLY,Jaipur,job
361,Technicians,Mapping Technicians,UserExpierence,AliBaba,Indore,internship
362,Workers,Marble Setters,UserExpierence,Amazon,Agra,job
363,Mechanics,Marine Mechanics,Marine,Google,Meerut,job
364,Engineer,Marine Engineers,Expertise,HCL,Rajkot,job
365,Analysis,Market Research Analysts,Research,Pied Piper,Bhopal,job
366,Education,Mathematical Technicians,Expertise,FLY,Mumbai,internship
367,Education,Mathematicians,Skill Set,AliBaba,Ghaziabad,job
368,Food Preparation,"Meat, Poultry, and Fish Cutters",Food,Amazon,Noida,internship
369,Packaging,Meat Packers,UserExpierence,Google,Chandigarh,job
370,Repairers,Mechanical Door Repairers,UserExpierence,fly,Kanpur,internship
371,Engineers,Mechanical Engineering Technicians,Expertise,Amazon,Lucknow,internship
372,Engineers,Mechanical Engineers,Expertise,Flipkart,Faisalabad,internship
373,Mechanics,Mechanics - Automotive,Expertise,Google,Gwalior,job
374,Mechanics,Mechanics - Diesel,Expertise,Go ibio,Nagpur,internship
375,Mechanics,"Mechanics - Heating, Air Conditioning",Expertise,Pied Piper,Raipur,job
376,Mechanics,Mechanics - Industrial Machinery,Expertise,Hooli,Bangalore,internship
377,Mechanics,Mechanics - Small Engine,Expertise,Lalit,Chennai,internship
378,workers,Equipment Workers,UserExpierence,Lalit,Ahmedabad,internship
379,workers,Media and Communication Workers,Media,Lalit,Vadodara,job
380,technicians,Medical Appliance Technicians,Medicine,Google,Nagpur,internship
381,Assistance,Medical Assistants,Medicine,FLY,Raipur,job
382,Medical,Medical Billing and Coding,UserExpierence,maruti,Bangalore,internship
383,Medicine,Medical Doctors,Medication,oracal,Chennai,internship
384,Repairers,Medical Equipment Repairers,Medication,Google,Ahmedabad,job
387,Repairers,Medical Laboratory Technologists,Medication,Hooli,Vadodara,internship
388,Techicians,Medical Records Technicians,Medication,AliBaba,Chandigarh,job
389,Medicine scientist,Medical Scientists,Medication,Amazon,Delhi,job
390,Managing,Medical Services Managers,Medication,Google,Mumbai,job
391,Medicine,Medical Transcription,Medication,Hooli,Kolkata,internship
392,Specialist,Meteorologists,Expertise,Pied Piper,Banagalore,job
393,Readers,Meter Readers,UserExpierence,FLY,Hyderabad,job
401,Specialist,Microbiologists,UserExpierence,AliBaba,Ahmedabad,job
405,Education,Middle School Principals,Expertise,Amazon,Pune,job
407,Education,Middle School Teachers,Expertise,Google,Surat,job
408,Mills man,Millwrights,Corn mills,Amazon,Jaipur,internship
409,Operators,Channeling Machine Operators,UserExpierence,Pied Piper,Indore,job
410,Operators,Mine Shuttle Car Operators,Automobile,Wipro,Agra,job
412,Engineers,Mining Engineers,Mines,Infosys,Meerut,job
413,Operators,Mining Machine Operators,mines,Microsoft,Rajkot,internship
414,Engineer,Mining Safety Engineers,Expertise,Police Station,Raipur,job
415,technicians,Mobile Equipment Service Technicians,Service,Sheetal,Bangalore,job
416,Technicians,Motion Picture Projectionists,Picturisation,Ali baba,Chennai,internship
417,Operators,Motor Vehicle Operators,Automobile,Hooli,Ahmedabad,job
418,Mechanics,Motorcycle Mechanics,Expertise,Go ibio,Vadodara,job
419,tech lead,MRI Technologists,Medical,Capegemini,Nagpur,job
420,Animator,Multimedia Animators,Animations,Khaitan,Raipur,internship
421,Techicians,Museum Technicians,History,Ambuja,Bangalore,internship
422,Direction,Music Directors and Composers,Music,Sujata,Chennai,job
423,Repairers,Musical Instrument Repairers,Music,Filpkaart,Ahmedabad,job
424,Musicians,Musicians,Music,Hooli,Vadodara,internship
425,Techicians,Nail Technicians,Nail,HCL,Chandigarh,job
426,Managing,Natural Sciences Managers,Management,Pied Piper,Delhi,job
427,Architecture,Naval Architects,UserExpierence,Wipro,Mumbai,job
428,Architecture,Network Architects,Expertise,Infosys,Kolkata,job
429,Administration,Network Systems Administrators,Expertise,Microsoft,Banagalore,job
431,Analysis,News Analysts,Expertise,Police Station,Hyderabad,internship
432,Engineers,Nuclear Engineers,Expertise,Sheetal,Ahmedabad,job
433,Techicians,Nuclear Medicine Technologists,Expertise,Ali baba,Delhi,job
434,Techicians,Nuclear Technicians,Expertise,Hooli,Mumbai,internship
435,Analysis,Operations Research Analysts,Reasearch,Go ibio,Kolkata,job
436,Techicians,Ophthalmic Medical Technicians,Medical,Capegemini,Banagalore,internship
437,Operators,"Opticians, Dispensing",Expertise,Khaitan,Hyderabad,internship
438,Specialist,Optometrists,Expertise,Ambuja,Ahmedabad,internship
439,Non medical,Orderlies,Non medical care,Sujata,Pune,job
440,Specialist,Orthotists,Expertise,Filpkaart,Surat,internship
441,Painters,Painters,UserExpierence,Hooli,Jaipur,job
442,workers,Painting Workers,UserExpierence,HCL,Indore,job
443,Hangers,Paperhangers,UserExpierence,Pied Piper,Agra,job
444,Legal,Paralegals,Legal Affairs,FLY,Meerut,internship
445,Specialist,Paramedics,Expertise,AliBaba,Rajkot,internship
446,Workers,Parking Enforcement Workers,Expertise,Amazon,Bhopal,internship
447,Attendents,Parking Lot Attendants,UserExpierence,Google,Mumbai,internship
448,workers,Patternmakers (Wood),UserExpierence,Hooli,Ghaziabad,job
449,Clerks,Payroll Clerks,UserExpierence,Flipkart,Noida,internship
450,Specialist,Pedicurists,Expertise,JCB,Chandigarh,job
451,Specialist,Physical Scientists,Expertise,JCB,Kanpur,job
452,Therapist,Physical Therapist Assistants,Expertise,JCB,Lucknow,job
453,Therapist,Physical Therapists,Expertise,JCB,Faisalabad,internship
454,Assistance,Physician Assistants,Expertise,JCB,Gwalior,job
455,Theater,"Producers - Film, Theater",Production,JCB,Nagpur,internship
456,Manager,Production Managers,Management,FLY,Raipur,job
457,Workers,Production Worker Helpers,Production,AliBaba,Bangalore,job
458,workers,Production Workers,Production,Amazon,Chennai,job
459,Managing director,Promotions Managers,Management,Google,Ahmedabad,internship
460,Makers,Proofreaders and Copy Markers,Expertise,HCL,Vadodara,job
461,Managers,Property Managers,Management,Pied Piper,Chandigarh,job
463,Service,Prosthetists,Expertise,FLY,Delhi,job
